time,conc,location,lat,long
2021-08-13 10:00:00,39.31425925925926,PurpleAir-0,31.501559,74.306762
2021-08-13 11:00:00,41.45,PurpleAir-0,31.501559,74.306762
2021-08-13 12:00:00,34.739999999999995,PurpleAir-0,31.501559,74.306762
2021-08-13 13:00:00,29.407833333333336,PurpleAir-0,31.501559,74.306762
2021-08-13 14:00:00,31.33969540229885,PurpleAir-0,31.501559,74.306762
2021-08-13 15:00:00,31.355,PurpleAir-0,31.501559,74.306762
2021-08-13 16:00:00,33.8875,PurpleAir-0,31.501559,74.306762
2021-08-13 17:00:00,34.42196428571428,PurpleAir-0,31.501559,74.306762
2021-08-13 18:00:00,34.168166666666664,PurpleAir-0,31.501559,74.306762
2021-08-13 19:00:00,34.862339080459776,PurpleAir-0,31.501559,74.306762
2021-08-13 20:00:00,44.215833333333336,PurpleAir-0,31.501559,74.306762
2021-08-13 21:00:00,50.47666666666667,PurpleAir-0,31.501559,74.306762
2021-08-13 22:00:00,64.88942307692308,PurpleAir-0,31.501559,74.306762
2021-08-13 23:00:00,68.72076923076924,PurpleAir-0,31.501559,74.306762
2021-08-14 01:00:00,81.93714285714286,PurpleAir-0,31.501559,74.306762
2021-08-14 02:00:00,57.1725,PurpleAir-0,31.501559,74.306762
2021-08-14 03:00:00,51.45933333333333,PurpleAir-0,31.501559,74.306762
2021-08-14 04:00:00,47.911,PurpleAir-0,31.501559,74.306762
2021-08-14 05:00:00,48.31321428571428,PurpleAir-0,31.501559,74.306762
2021-08-14 06:00:00,49.89483333333334,PurpleAir-0,31.501559,74.306762
2021-08-14 07:00:00,49.03483333333334,PurpleAir-0,31.501559,74.306762
2021-08-14 08:00:00,44.94033333333333,PurpleAir-0,31.501559,74.306762
2021-08-14 09:00:00,43.46183333333333,PurpleAir-0,31.501559,74.306762
2021-08-14 10:00:00,40.143,PurpleAir-0,31.501559,74.306762
2021-08-14 11:00:00,39.99333333333333,PurpleAir-0,31.501559,74.306762
2021-08-14 12:00:00,40.31433333333334,PurpleAir-0,31.501559,74.306762
2021-08-14 13:00:00,37.8785,PurpleAir-0,31.501559,74.306762
2021-08-14 14:00:00,38.140344827586205,PurpleAir-0,31.501559,74.306762
2021-08-14 15:00:00,37.473333333333336,PurpleAir-0,31.501559,74.306762
2021-08-14 16:00:00,32.44083333333333,PurpleAir-0,31.501559,74.306762
2021-08-14 17:00:00,38.61410714285714,PurpleAir-0,31.501559,74.306762
2021-08-14 18:00:00,47.87566666666666,PurpleAir-0,31.501559,74.306762
2021-08-14 19:00:00,52.92192307692308,PurpleAir-0,31.501559,74.306762
2021-08-14 20:00:00,53.34,PurpleAir-0,31.501559,74.306762
2021-08-14 21:00:00,98.85833333333332,PurpleAir-0,31.501559,74.306762
2021-08-14 22:00:00,119.14133333333334,PurpleAir-0,31.501559,74.306762
2021-08-14 23:00:00,75.7195,PurpleAir-0,31.501559,74.306762
2021-08-15 00:00:00,60.95733333333333,PurpleAir-0,31.501559,74.306762
2021-08-15 01:00:00,56.08616666666667,PurpleAir-0,31.501559,74.306762
2021-08-15 02:00:00,50.4645,PurpleAir-0,31.501559,74.306762
2021-08-15 03:00:00,47.66766666666666,PurpleAir-0,31.501559,74.306762
2021-08-15 04:00:00,53.81333333333333,PurpleAir-0,31.501559,74.306762
2021-08-15 05:00:00,56.14216666666667,PurpleAir-0,31.501559,74.306762
2021-08-15 06:00:00,55.91933333333333,PurpleAir-0,31.501559,74.306762
2021-08-15 07:00:00,46.26116666666667,PurpleAir-0,31.501559,74.306762
2021-08-15 08:00:00,47.60333333333333,PurpleAir-0,31.501559,74.306762
2021-08-15 09:00:00,43.66583333333333,PurpleAir-0,31.501559,74.306762
2021-08-15 10:00:00,51.39233333333333,PurpleAir-0,31.501559,74.306762
2021-08-15 11:00:00,39.1696,PurpleAir-0,31.501559,74.306762
2021-08-15 14:00:00,26.835,PurpleAir-0,31.501559,74.306762
2021-08-15 15:00:00,26.582,PurpleAir-0,31.501559,74.306762
2021-08-15 16:00:00,31.129,PurpleAir-0,31.501559,74.306762
2021-08-15 17:00:00,32.68533333333333,PurpleAir-0,31.501559,74.306762
2021-08-15 18:00:00,35.591833333333334,PurpleAir-0,31.501559,74.306762
2021-08-15 19:00:00,39.644666666666666,PurpleAir-0,31.501559,74.306762
2021-08-15 20:00:00,38.62316666666666,PurpleAir-0,31.501559,74.306762
2021-08-15 21:00:00,35.17766666666667,PurpleAir-0,31.501559,74.306762
2021-08-15 22:00:00,34.76649999999999,PurpleAir-0,31.501559,74.306762
2021-08-15 23:00:00,34.8995,PurpleAir-0,31.501559,74.306762
2021-08-16 00:00:00,39.49133333333333,PurpleAir-0,31.501559,74.306762
2021-08-16 01:00:00,42.552166666666665,PurpleAir-0,31.501559,74.306762
2021-08-16 02:00:00,56.894666666666666,PurpleAir-0,31.501559,74.306762
2021-08-16 03:00:00,48.50416666666666,PurpleAir-0,31.501559,74.306762
2021-08-16 04:00:00,38.12283333333333,PurpleAir-0,31.501559,74.306762
2021-08-16 05:00:00,37.17116666666666,PurpleAir-0,31.501559,74.306762
